724,391,423,715,
618,325,556,638,
619,375,451,704,
629,419,357,759,
572,400,397,733,
559,351,498,675,
536,439,312,772,
527,315,576,632,
513,395,409,720,
502,355,494,684,
436,418,359,752,
473,298,612,621,
445,360,483,697,
349,416,360,755,
388,372,459,701,
